"Series Description","SPOT EXCHANGE RATE - EURO AREA ","UNITED KINGDOM -- SPOT EXCHANGE RATE, US$/POUND (1/RXI_N.B.UK)","CHINA -- SPOT EXCHANGE RATE, YUAN/US$ P.R. ","JAPAN -- SPOT EXCHANGE RATE, YEN/US$ ","SWITZERLAND -- SPOT EXCHANGE RATE, FRANCS/US$ "
"Unit:","Currency:_Per_EUR","Currency:_Per_GBP","Currency:_Per_USD","Currency:_Per_USD","Currency:_Per_USD"
"Multiplier:","1","0.00999999978","1","1","1"
"Currency:","USD","USD","CNY","JPY","CHF"
"Unique Identifier: ","H10/H10/RXI$US_N.B.EU","H10/H10/RXI$US_N.B.UK","H10/H10/RXI_N.B.CH","H10/H10/RXI_N.B.JA","H10/H10/RXI_N.B.SZ"
"Time Period","RXI$US_N.B.EU","RXI$US_N.B.UK","RXI_N.B.CH","RXI_N.B.JA","RXI_N.B.SZ"
2009-08-20,1.4235,1.6494,6.8317,94.1200,1.0659
2009-08-21,1.4305,1.6503,6.8313,94.6000,1.0613
2009-08-24,1.4320,1.6417,6.8308,94.4700,1.0606
2009-08-25,1.4350,1.6430,6.8318,94.2800,1.0575
2009-08-26,1.4230,1.6235,6.8309,94.2500,1.0697
2009-08-27,1.4272,1.6212,6.8316,93.5700,1.0667
2009-08-28,1.4358,1.6331,6.8300,93.5500,1.0560
2009-08-31,1.4354,1.6314,6.8299,92.8200,1.0569
2009-09-01,1.4235,1.6168,6.8295,93.0900,1.0653
2009-09-02,1.4246,1.6269,6.8303,92.4300,1.0628
2009-09-03,1.4278,1.6354,6.8298,92.5400,1.0598
2009-09-04,1.4278,1.6378,6.8293,92.7500,1.0613
2009-09-07,ND,ND,ND,ND,ND
2009-09-08,1.4497,1.6512,6.8270,92.2100,1.0463
2009-09-09,1.4573,1.6557,6.8286,91.8500,1.0403
2009-09-10,1.4568,1.6649,6.8291,91.8600,1.0396
2009-09-11,1.4586,1.6695,6.8280,90.3000,1.0373
2009-09-14,1.4613,1.6588,6.8282,90.8500,1.0359
2009-09-15,1.4617,1.6436,6.8289,90.9500,1.0374
2009-09-16,1.4698,1.6501,6.8247,91.0000,1.0328
2009-09-17,1.4735,1.6522,6.8262,91.1500,1.0290
2009-09-18,1.4704,1.6266,6.8270,91.3100,1.0293
2009-09-21,1.4692,1.6228,6.8287,91.8700,1.0317
2009-09-22,1.4795,1.6380,6.8268,91.0800,1.0237
2009-09-23,1.4752,1.6404,6.8254,91.4500,1.0259
2009-09-24,1.4696,1.6068,6.8263,91.1600,1.0279
2009-09-25,1.4682,1.5967,6.8273,89.8300,1.0277
2009-09-28,1.4650,1.5910,6.8265,89.3400,1.0301
2009-09-29,1.4553,1.5924,6.8273,90.2600,1.0385
2009-09-30,1.4630,1.6004,6.8262,89.4900,1.0375
2009-10-01,1.4532,1.5950,6.8260,89.7300,1.0424
2009-10-02,1.4590,1.5878,6.8260,89.6200,1.0345
2009-10-05,1.4647,1.5926,6.8260,89.5600,1.0322
2009-10-06,1.4744,1.5904,6.8260,88.7700,1.0248
2009-10-07,1.4675,1.5899,6.8260,88.7600,1.0333
2009-10-08,1.4777,1.6090,6.8260,88.4400,1.0270
2009-10-09,1.4715,1.5896,6.8248,89.6900,1.0316
2009-10-12,ND,ND,ND,ND,ND
2009-10-13,1.4839,1.5896,6.8264,89.7100,1.0230
2009-10-14,1.4899,1.5974,6.8261,89.4400,1.0172
2009-10-15,1.4945,1.6249,6.8270,90.3900,1.0136
2009-10-16,1.4889,1.6350,6.8266,90.7300,1.0188
2009-10-19,1.4947,1.6400,6.8266,90.7200,1.0130
2009-10-20,1.4905,1.6380,6.8254,90.8300,1.0144
2009-10-21,1.5009,1.6610,6.8272,91.0400,1.0064
2009-10-22,1.5003,1.6595,6.8287,91.4200,1.0069
2009-10-23,1.5029,1.6351,6.8280,91.8800,1.0070
2009-10-26,1.4941,1.6351,6.8278,91.9600,1.0136
2009-10-27,1.4821,1.6334,6.8292,92.0400,1.0218
2009-10-28,1.4763,1.6375,6.8270,91.0700,1.0232
2009-10-29,1.4819,1.6559,6.8269,91.4100,1.0194
2009-10-30,1.4755,1.6479,6.8264,90.5000,1.0238
2009-11-02,1.4828,1.6410,6.8268,90.5600,1.0177
2009-11-03,1.4658,1.6383,6.8278,90.3000,1.0306
2009-11-04,1.4836,1.6571,6.8265,90.9600,1.0183
2009-11-05,1.4857,1.6565,6.8269,90.4500,1.0170
2009-11-06,1.4835,1.6586,6.8266,89.8600,1.0182
2009-11-09,1.4999,1.6721,6.8261,89.9200,1.0077
2009-11-10,1.4960,1.6681,6.8255,89.8200,1.0092
2009-11-11,ND,ND,ND,ND,ND
2009-11-12,1.4865,1.6543,6.8267,90.4000,1.0164
2009-11-13,1.4886,1.6657,6.8260,89.5500,1.0141
2009-11-16,1.4977,1.6795,6.8263,89.2800,1.0075
2009-11-17,1.4830,1.6768,6.8260,89.4100,1.0192
2009-11-18,1.4990,1.6756,6.8269,89.3600,1.0080
2009-11-19,1.4905,1.6658,6.8283,88.9500,1.0149
2009-11-20,1.4870,1.6529,6.8277,88.9000,1.0177
2009-11-23,1.4968,1.6599,6.8300,89.1400,1.0097
2009-11-24,1.4937,1.6577,6.8292,88.5800,1.0116
2009-11-25,1.5085,1.6671,6.8272,87.6500,1.0004
2009-11-26,ND,ND,ND,ND,ND
2009-11-27,1.4963,1.6494,6.8272,86.8700,1.0063
2009-11-30,1.4994,1.6409,6.8265,86.1200,1.0050
2009-12-01,1.5100,1.6626,6.8270,86.6200,0.9984
2009-12-02,1.5059,1.6641,6.8260,87.1300,1.0006
2009-12-03,1.5081,1.6578,6.8269,88.2000,0.9995
2009-12-04,1.4885,1.6515,6.8261,89.8700,1.0136
2009-12-07,1.4820,1.6429,6.8288,89.4400,1.0199
2009-12-08,1.4741,1.6302,6.8275,88.4100,1.0245
2009-12-09,1.4725,1.6242,6.8275,87.8300,1.0262
2009-12-10,1.4716,1.6257,6.8264,88.2000,1.0270
2009-12-11,1.4601,1.6236,6.8269,89.2300,1.0356
2009-12-14,1.4645,1.6285,6.8281,88.6500,1.0321
2009-12-15,1.4514,1.6234,6.8270,89.9100,1.0421
2009-12-16,1.4577,1.6369,6.8279,89.5200,1.0355
2009-12-17,1.4317,1.6135,6.8286,90.3500,1.0491
2009-12-18,1.4281,1.6083,6.8280,90.4700,1.0452
2009-12-21,1.4319,1.6083,6.8284,90.9500,1.0441
2009-12-22,1.4243,1.5956,6.8285,91.6700,1.0486
2009-12-23,1.4341,1.5955,6.8282,91.5200,1.0380
2009-12-24,1.4367,1.5941,6.8271,91.6900,1.0369
2009-12-25,ND,ND,ND,ND,ND
2009-12-28,1.4392,1.6001,6.8299,91.5700,1.0341
2009-12-29,1.4356,1.5892,6.8289,91.9500,1.0365
2009-12-30,1.4316,1.6050,6.8244,92.6600,1.0391
2009-12-31,1.4332,1.6167,6.8259,93.0800,1.0358
2010-01-01,ND,ND,ND,ND,ND
2010-01-04,1.4419,1.6109,6.8273,92.5500,1.0294
2010-01-05,1.4402,1.6009,6.8258,91.4800,1.0322
2010-01-06,1.4404,1.6016,6.8272,92.5300,1.0282
2010-01-07,1.4314,1.5912,6.8280,93.3100,1.0341
2010-01-08,1.4357,1.5993,6.8274,92.7000,1.0296
2010-01-11,1.4536,1.6146,6.8263,91.9000,1.0154
2010-01-12,1.4523,1.6181,6.8267,90.9500,1.0160
2010-01-13,1.4492,1.6288,6.8295,91.3800,1.0194
2010-01-14,1.4478,1.6320,6.8265,91.0300,1.0206
2010-01-15,1.4376,1.6240,6.8269,90.7900,1.0264
2010-01-18,ND,ND,ND,ND,ND
2010-01-19,1.4269,1.6370,6.8268,91.1300,1.0340
2010-01-20,1.4094,1.6287,6.8258,91.2300,1.0453
2010-01-21,1.4106,1.6214,6.8268,90.2500,1.0426
2010-01-22,1.4154,1.6120,6.8270,90.0700,1.0400
2010-01-25,1.4146,1.6236,6.8268,90.1200,1.0403
2010-01-26,1.4063,1.6109,6.8263,89.6300,1.0466
2010-01-27,1.4053,1.6204,6.8268,89.4100,1.0472
2010-01-28,1.3993,1.6242,6.8267,90.0800,1.0517
2010-01-29,1.3870,1.6009,6.8268,90.3800,1.0557
2010-02-01,1.3904,1.5924,6.8260,90.8000,1.0586
2010-02-02,1.3955,1.5968,6.8270,90.3900,1.0557
2010-02-03,1.3907,1.5915,6.8260,91.1100,1.0590
2010-02-04,1.3759,1.5763,6.8280,89.1100,1.0655
2010-02-05,1.3608,1.5619,6.8275,89.2500,1.0779
2010-02-08,1.3699,1.5650,6.8265,89.3200,1.0696
2010-02-09,1.3795,1.5679,6.8267,89.4500,1.0641
2010-02-10,1.3722,1.5606,6.8280,89.8800,1.0682
2010-02-11,1.3640,1.5674,6.8328,89.8200,1.0747
2010-02-12,1.3625,1.5669,6.8326,90.0000,1.0767
2010-02-15,ND,ND,ND,ND,ND
2010-02-16,1.3742,1.5732,6.8326,90.4600,1.0681
2010-02-17,1.3623,1.5704,6.8326,90.7900,1.0768
2010-02-18,1.3563,1.5582,6.8330,91.4300,1.0806
2010-02-19,1.3538,1.5437,6.8290,91.9400,1.0824
2010-02-22,1.3590,1.5477,6.8264,91.1100,1.0773
2010-02-23,1.3537,1.5464,6.8267,90.0400,1.0818
2010-02-24,1.3576,1.5432,6.8269,90.0600,1.0779
2010-02-25,1.3476,1.5201,6.8267,88.8500,1.0858
2010-02-26,1.3660,1.5239,6.8258,88.8400,1.0711
2010-03-01,1.3516,1.4974,6.8263,89.2800,1.0827
2010-03-02,1.3564,1.4940,6.8265,88.9500,1.0790
2010-03-03,1.3731,1.5124,6.8258,88.4300,1.0652
2010-03-04,1.3571,1.5031,6.8258,89.0200,1.0780
2010-03-05,1.3608,1.5115,6.8260,90.3200,1.0751
2010-03-08,1.3613,1.5060,6.8261,90.3000,1.0744
2010-03-09,1.3586,1.5003,6.8263,89.8900,1.0765
2010-03-10,1.3658,1.4977,6.8259,90.6200,1.0702
2010-03-11,1.3674,1.5052,6.8266,90.6000,1.0689
2010-03-12,1.3753,1.5188,6.8254,90.4600,1.0599
2010-03-15,1.3652,1.5043,6.8259,90.4500,1.0635
2010-03-16,1.3758,1.5192,6.8257,90.4300,1.0556
2010-03-17,1.3739,1.5296,6.8259,90.4200,1.0551
2010-03-18,1.3603,1.5247,6.8261,90.4600,1.0630
2010-03-19,1.3530,1.5014,6.8265,90.5000,1.0615
2010-03-22,1.3531,1.5071,6.8266,90.0200,1.0580
2010-03-23,1.3535,1.5067,6.8263,90.2400,1.0561
2010-03-24,1.3347,1.4914,6.8266,91.8900,1.0692
2010-03-25,1.3344,1.4884,6.8270,92.6900,1.0697
2010-03-26,1.3398,1.4906,6.8269,92.5600,1.0662
2010-03-29,1.3465,1.4969,6.8264,92.6500,1.0634
2010-03-30,1.3409,1.5090,6.8258,92.8900,1.0671
2010-03-31,1.3526,1.5186,6.8258,93.4000,1.0528
2010-04-01,1.3569,1.5290,6.8263,93.8300,1.0559
2010-04-02,1.3487,1.5197,6.8255,94.5100,1.0632
2010-04-05,1.3486,1.5284,6.8256,94.2800,1.0619
2010-04-06,1.3378,1.5230,6.8250,93.8100,1.0704
2010-04-07,1.3364,1.5246,6.8254,93.5900,1.0716
2010-04-08,1.3360,1.5272,6.8240,93.1600,1.0723
2010-04-09,1.3468,1.5371,6.8229,93.2800,1.0672
2010-04-12,1.3587,1.5368,6.8252,93.2100,1.0598
2010-04-13,1.3592,1.5416,6.8255,92.7800,1.0573
2010-04-14,1.3666,1.5484,6.8258,93.0100,1.0512
2010-04-15,1.3540,1.5465,6.8260,93.0400,1.0595
2010-04-16,1.3487,1.5395,6.8253,92.0300,1.0624
2010-04-19,1.3458,1.5263,6.8262,92.1800,1.0650
2010-04-20,1.3446,1.5375,6.8253,93.2800,1.0673
2010-04-21,1.3383,1.5397,6.8275,93.2400,1.0708
2010-04-22,1.3298,1.5368,6.8263,93.0100,1.0778
2010-04-23,1.3360,1.5363,6.8270,94.1800,1.0743
2010-04-26,1.3336,1.5466,6.8266,94.0600,1.0753
2010-04-27,1.3230,1.5285,6.8256,93.0100,1.0837
2010-04-28,1.3130,1.5160,6.8245,94.0700,1.0910
2010-04-29,1.3243,1.5303,6.8259,94.1600,1.0824
2010-04-30,1.3302,1.5308,6.8247,94.2400,1.0767
2010-05-03,1.3183,1.5242,6.8245,94.6800,1.0868
2010-05-04,1.3037,1.5135,6.8260,94.5800,1.0987
2010-05-05,1.2890,1.5134,6.8263,94.3000,1.1118
2010-05-06,1.2689,1.4889,6.8265,92.2200,1.1092
2010-05-07,1.2721,1.4739,6.8254,91.6700,1.1085
2010-05-10,1.2861,1.4980,6.8263,93.3900,1.1069
2010-05-11,1.2715,1.4952,6.8285,92.8300,1.1059
2010-05-12,1.2642,1.4855,6.8270,92.9300,1.1101
2010-05-13,1.2568,1.4659,6.8278,92.7000,1.1146
2010-05-14,1.2390,1.4557,6.8263,91.9400,1.1304
2010-05-17,1.2299,1.4388,6.8274,92.0800,1.1392
2010-05-18,1.2358,1.4439,6.8273,92.5200,1.1342
2010-05-19,1.2317,1.4349,6.8269,91.1600,1.1564
2010-05-20,1.2370,1.4344,6.8277,90.0700,1.1500
2010-05-21,1.2575,1.4466,6.8262,90.2100,1.1485
2010-05-24,1.2406,1.4437,6.8286,90.4900,1.1561
2010-05-25,1.2279,1.4352,6.8310,89.8900,1.1593
2010-05-26,1.2224,1.4401,6.8292,90.2800,1.1602
2010-05-27,1.2370,1.4569,6.8296,90.7100,1.1500
2010-05-28,1.2369,1.4492,6.8305,90.8100,1.1534
2010-05-31,ND,ND,ND,ND,ND
2010-06-01,1.2266,1.4673,6.8275,91.1600,1.1548
2010-06-02,1.2206,1.4641,6.8296,92.2100,1.1575
2010-06-03,1.2193,1.4616,6.8283,92.3300,1.1540
2010-06-04,1.1998,1.4493,6.8268,91.8300,1.1614
2010-06-07,1.1959,1.4498,6.8322,92.0000,1.1613
2010-06-08,1.1995,1.4422,6.8294,91.3000,1.1510
2010-06-09,1.2045,1.4585,6.8285,91.5400,1.1455
2010-06-10,1.2111,1.4674,6.8305,91.0400,1.1418
2010-06-11,1.2077,1.4545,6.8320,91.7200,1.1521
2010-06-14,1.2277,1.4770,6.8323,91.8000,1.1378
2010-06-15,1.2327,1.4827,6.8323,91.2500,1.1310
2010-06-16,1.2323,1.4838,6.8323,91.3900,1.1267
2010-06-17,1.2365,1.4806,6.8290,90.9200,1.1137
2010-06-18,1.2360,1.4787,6.8267,90.7900,1.1107
2010-06-21,1.2385,1.4826,6.7968,91.1800,1.1080
2010-06-22,1.2303,1.4850,6.8127,90.5900,1.1047
2010-06-23,1.2310,1.4952,6.8124,89.8200,1.1053
2010-06-24,1.2288,1.4986,6.8001,89.4000,1.1048
2010-06-25,1.2332,1.4985,6.7911,89.3500,1.0937
2010-06-28,1.2316,1.5098,6.7960,89.2300,1.0860
2010-06-29,1.2187,1.5081,6.7977,88.3900,1.0810
2010-06-30,1.2291,1.4947,6.7815,88.4900,1.0774
2010-07-01,1.2464,1.5126,6.7807,87.4200,1.0675
2010-07-02,1.2577,1.5179,6.7709,87.6900,1.0635
2010-07-05,ND,ND,ND,ND,ND
2010-07-06,1.2646,1.5180,6.7801,87.5500,1.0587
2010-07-07,1.2594,1.5179,6.7770,87.1600,1.0545
2010-07-08,1.2683,1.5157,6.7763,88.4400,1.0502
2010-07-09,1.2639,1.5095,6.7720,88.4800,1.0577
2010-07-12,1.2573,1.5016,6.7709,88.5300,1.0621
2010-07-13,1.2719,1.5175,6.7720,88.2400,1.0524
2010-07-14,1.2755,1.5284,6.7714,88.5900,1.0556
2010-07-15,1.2893,1.5376,6.7774,87.4100,1.0421
2010-07-16,1.2919,1.5289,6.7750,86.4000,1.0522
2010-07-19,1.2963,1.5222,6.7780,86.7700,1.0524
2010-07-20,1.2905,1.5255,6.7781,87.2200,1.0481
2010-07-21,1.2818,1.5201,6.7769,87.3000,1.0520
2010-07-22,1.2903,1.5283,6.7795,87.0000,1.0403
2010-07-23,1.2874,1.5425,6.7803,87.3100,1.0529
2010-07-26,1.2983,1.5490,6.7788,87.2000,1.0480
2010-07-27,1.2983,1.5538,6.7781,87.8800,1.0622
2010-07-28,1.2998,1.5611,6.7780,87.6200,1.0578
2010-07-29,1.3064,1.5591,6.7760,86.8700,1.0412
2010-07-30,1.3069,1.5714,6.7735,86.4300,1.0410
2010-08-02,1.3174,1.5897,6.7740,86.4200,1.0379
2010-08-03,1.3239,1.5941,6.7728,85.8800,1.0384
2010-08-04,1.3158,1.5887,6.7720,86.2600,1.0514
2010-08-05,1.3157,1.5860,6.7705,85.8300,1.0475
2010-08-06,1.3282,1.5979,6.7680,85.2500,1.0365
2010-08-09,1.3241,1.5945,6.7670,85.8800,1.0457
2010-08-10,1.3095,1.5776,6.7720,85.8800,1.0575
2010-08-11,1.2899,1.5688,6.7745,85.3600,1.0584
2010-08-12,1.2866,1.5573,6.7843,85.8300,1.0485
2010-08-13,1.2767,1.5580,6.7957,86.2000,1.0526
2010-08-16,1.2838,1.5679,6.8038,85.3300,1.0378
2010-08-17,1.2890,1.5586,6.7920,85.5100,1.0434
2010-08-18,1.2872,1.5619,6.7911,85.3100,1.0404
2010-08-19,1.2837,1.5612,6.7897,85.2700,1.0310
2010-08-20,1.2687,1.5515,6.7900,85.6300,1.0372
2010-08-23,1.2663,1.5532,6.7995,85.1600,1.0391
2010-08-24,1.2675,1.5471,6.7966,84.1600,1.0307
2010-08-25,1.2652,1.5460,6.7995,84.5600,1.0273
2010-08-26,1.2717,1.5574,6.7998,84.6100,1.0253
2010-08-27,1.2765,1.5528,6.7977,85.1000,1.0268
2010-08-30,1.2686,1.5473,6.8029,84.6700,1.0244
2010-08-31,1.2704,1.5358,6.8069,84.1000,1.0150
2010-09-01,1.2813,1.5472,6.8102,84.4800,1.0149
2010-09-02,1.2824,1.5393,6.8070,84.1500,1.0118
2010-09-03,1.2885,1.5452,6.8014,84.4500,1.0174
2010-09-06,ND,ND,ND,ND,ND
2010-09-07,1.2723,1.5315,6.7906,83.7500,1.0114
2010-09-08,1.2727,1.5513,6.7940,83.8500,1.0106
2010-09-09,1.2708,1.5448,6.7820,83.8300,1.0149
2010-09-10,1.2731,1.5387,6.7690,84.1300,1.0175
2010-09-13,1.2890,1.5466,6.7595,83.5300,1.0079
2010-09-14,1.3014,1.5559,6.7430,83.0500,0.9938
2010-09-15,1.3008,1.5641,6.7380,85.6300,1.0032
2010-09-16,1.3079,1.5612,6.7250,85.7200,1.0143
2010-09-17,1.3046,1.5635,6.7230,85.7700,1.0092
2010-09-20,1.3074,1.5564,6.7135,85.7400,1.0050
2010-09-21,1.3136,1.5551,6.7059,85.3600,1.0038
2010-09-22,1.3385,1.5649,6.7035,84.3700,0.9865
2010-09-23,1.3344,1.5723,6.7046,84.3200,0.9843
2010-09-24,1.3476,1.5829,6.7035,84.2400,0.9828
2010-09-27,1.3475,1.5851,6.6911,84.1700,0.9831
2010-09-28,1.3583,1.5808,6.6904,83.8200,0.9756
2010-09-29,1.3638,1.5812,6.6869,83.6100,0.9752
2010-09-30,1.3601,1.5731,6.6905,83.5300,0.9808
2010-10-01,1.3754,1.5829,6.6895,83.3000,0.9761
2010-10-04,1.3688,1.5849,6.6912,83.3300,0.9723
2010-10-05,1.3834,1.5915,6.6906,83.1700,0.9663
2010-10-06,1.3924,1.5903,6.6893,82.8000,0.9604
2010-10-07,1.3921,1.5930,6.6903,82.3500,0.9667
2010-10-08,1.3923,1.5951,6.6710,81.8600,0.9609
2010-10-11,ND,ND,ND,ND,ND
2010-10-12,1.3846,1.5799,6.6733,81.7400,0.9593
2010-10-13,1.3964,1.5843,6.6634,81.8100,0.9588
2010-10-14,1.4066,1.5992,6.6505,81.4400,0.9530
2010-10-15,1.3998,1.6027,6.6397,81.3200,0.9562
2010-10-18,1.3978,1.5907,6.6440,81.1600,0.9558
2010-10-19,1.3827,1.5739,6.6444,81.6000,0.9702
2010-10-20,1.3949,1.5857,6.6518,81.1400,0.9615
2010-10-21,1.3973,1.5753,6.6502,81.1600,0.9642
2010-10-22,1.3904,1.5677,6.6583,81.4800,0.9792
2010-10-25,1.3986,1.5748,6.6579,80.6100,0.9711
2010-10-26,1.3873,1.5871,6.6625,81.2800,0.9824
2010-10-27,1.3788,1.5782,6.6805,81.5500,0.9893
2010-10-28,1.3929,1.5945,6.6867,80.9900,0.9834
2010-10-29,1.3894,1.6020,6.6707,80.4800,0.9850
2010-11-01,1.3888,1.6050,6.6892,80.6600,0.9935
2010-11-02,1.4026,1.6010,6.6775,80.8000,0.9782
2010-11-03,1.4014,1.6080,6.6758,81.4100,0.9793
2010-11-04,1.4224,1.6282,6.6609,80.6100,0.9629
2010-11-05,1.4033,1.6211,6.6550,81.3500,0.9580
2010-11-08,1.3927,1.6150,6.6791,81.1400,0.9642
2010-11-09,1.3865,1.6050,6.6424,81.1500,0.9646
2010-11-10,1.3728,1.6071,6.6335,82.5300,0.9739
2010-11-11,ND,ND,ND,ND,ND
2010-11-12,1.3700,1.6172,6.6368,82.4400,0.9758
2010-11-15,1.3615,1.6064,6.6418,82.9000,0.9837
2010-11-16,1.3517,1.5881,6.6378,83.4100,0.9924
2010-11-17,1.3555,1.5941,6.6415,83.1500,0.9895
2010-11-18,1.3618,1.6010,6.6330,83.6400,0.9969
2010-11-19,1.3654,1.5961,6.6398,83.4900,0.9979
2010-11-22,1.3612,1.5932,6.6414,83.4600,0.9917
2010-11-23,1.3388,1.5824,6.6433,82.8600,0.9951
2010-11-24,1.3350,1.5774,6.6529,83.3800,0.9945
2010-11-25,ND,ND,ND,ND,ND
2010-11-26,1.3243,1.5616,6.6675,84.0800,1.0016
2010-11-29,1.3092,1.5557,6.6600,84.3400,1.0012
2010-11-30,1.3036,1.5578,6.6670,83.5600,0.9985
2010-12-01,1.3149,1.5603,6.6630,84.0000,0.9997
2010-12-02,1.3228,1.5610,6.6609,83.5300,0.9901
2010-12-03,1.3367,1.5723,6.6628,82.7300,0.9764
2010-12-06,1.3275,1.5680,6.6483,82.7000,0.9848
2010-12-07,1.3323,1.5802,6.6455,83.0400,0.9828
2010-12-08,1.3242,1.5792,6.6616,84.1600,0.9879
2010-12-09,1.3206,1.5733,6.6549,83.8500,0.9846
2010-12-10,1.3242,1.5809,6.6550,83.8700,0.9796
2010-12-13,1.3389,1.5882,6.6652,83.5700,0.9668
2010-12-14,1.3395,1.5795,6.6563,83.5200,0.9610
2010-12-15,1.3306,1.5613,6.6541,84.0400,0.9619
2010-12-16,1.3206,1.5612,6.6635,84.2300,0.9660
2010-12-17,1.3155,1.5480,6.6545,84.1500,0.9707
2010-12-20,1.3124,1.5521,6.6745,83.7200,0.9638
2010-12-21,1.3131,1.5462,6.6580,83.7600,0.9585
2010-12-22,1.3089,1.5390,6.6450,83.5600,0.9503
2010-12-23,1.3101,1.5400,6.6450,82.9700,0.9620
2010-12-24,ND,ND,ND,ND,ND
2010-12-27,1.3146,1.5382,6.6306,82.9100,0.9626
2010-12-28,1.3122,1.5361,6.6247,82.2100,0.9516
2010-12-29,1.3183,1.5463,6.6200,81.9000,0.9496
2010-12-30,1.3269,1.5392,6.6000,81.6700,0.9369
2010-12-31,ND,ND,ND,ND,ND
2011-01-03,1.3371,1.5490,6.5895,81.5600,0.9329
2011-01-04,1.3306,1.5586,6.6065,81.9600,0.9478
2011-01-05,1.3171,1.5497,6.5850,83.2200,0.9644
2011-01-06,1.3027,1.5490,6.6260,83.1500,0.9630
2011-01-07,1.2944,1.5560,6.6276,83.0400,0.9650
2011-01-10,1.2945,1.5583,6.6364,82.7800,0.9686
2011-01-11,1.2978,1.5628,6.6185,83.3600,0.9755
2011-01-12,1.3066,1.5716,6.6037,83.2900,0.9717
2011-01-13,1.3364,1.5870,6.6044,82.7200,0.9624
2011-01-14,1.3328,1.5874,6.5876,82.9900,0.9657
2011-01-17,ND,ND,ND,ND,ND
2011-01-18,1.3399,1.6000,6.5828,82.6600,0.9633
2011-01-19,1.3495,1.5991,6.5823,82.0300,0.9585
2011-01-20,1.3443,1.5875,6.5852,83.0200,0.9656
2011-01-21,1.3581,1.5997,6.5831,82.6300,0.9590
2011-01-24,1.3653,1.5995,6.5809,82.4400,0.9488
2011-01-25,1.3644,1.5818,6.5824,82.3500,0.9451
2011-01-26,1.3688,1.5886,6.5814,82.2700,0.9436
2011-01-27,1.3688,1.5905,6.5814,83.0300,0.9464
2011-01-28,1.3607,1.5838,6.5819,82.0300,0.9429
2011-01-31,1.3715,1.6042,6.6017,81.9700,0.9402
2011-02-01,1.3793,1.6124,6.5937,81.4800,0.9388
2011-02-02,1.3779,1.6167,6.5560,81.8200,0.9406
2011-02-03,1.3654,1.6159,6.5560,81.4800,0.9435
2011-02-04,1.3584,1.6089,6.5560,81.9900,0.9557
2011-02-07,1.3557,1.6111,6.5600,82.4000,0.9569
2011-02-08,1.3687,1.6091,6.5520,81.9200,0.9570
2011-02-09,1.3688,1.6089,6.5914,82.4700,0.9611
2011-02-10,1.3637,1.6132,6.5864,83.1100,0.9659
2011-02-11,1.3520,1.5986,6.5917,83.5200,0.9755
2011-02-14,1.3474,1.6023,6.5965,83.3200,0.9708
2011-02-15,1.3494,1.6128,6.5884,83.7900,0.9677
2011-02-16,1.3547,1.6063,6.5884,83.7300,0.9616
2011-02-17,1.3612,1.6172,6.5850,83.2500,0.9508
2011-02-18,1.3673,1.6245,6.5731,83.2200,0.9483
2011-02-21,ND,ND,ND,ND,ND
2011-02-22,1.3661,1.6129,6.5795,82.9400,0.9393
2011-02-23,1.3758,1.6221,6.5741,82.3900,0.9320
2011-02-24,1.3794,1.6106,6.5720,81.6700,0.9252
2011-02-25,1.3757,1.6078,6.5749,81.7600,0.9282
2011-02-28,1.3793,1.6247,6.5713,81.9400,0.9305
2011-03-01,1.3813,1.6309,6.5700,81.8600,0.9284
2011-03-02,1.3869,1.6311,6.5723,81.6200,0.9220
2011-03-03,1.3947,1.6266,6.5717,82.4100,0.9306
2011-03-04,1.3983,1.6250,6.5670,82.3500,0.9263
2011-03-07,1.3976,1.6204,6.5540,82.1200,0.9256
2011-03-08,1.3912,1.6164,6.5684,82.6900,0.9346
2011-03-09,1.3906,1.6202,6.5580,82.7800,0.9298
2011-03-10,1.3823,1.6063,6.5731,82.9800,0.9320
2011-03-11,1.3864,1.6033,6.5742,81.7700,0.9276
2011-03-14,1.3975,1.6181,6.5696,81.6500,0.9253
2011-03-15,1.3968,1.6064,6.5730,80.8200,0.9187
2011-03-16,1.3922,1.6028,6.5713,80.1700,0.9120
2011-03-17,1.4021,1.6143,6.5743,78.7400,0.8998
2011-03-18,1.4141,1.6187,6.5689,81.1400,0.9025
2011-03-21,1.4184,1.6276,6.5635,81.1100,0.9057
2011-03-22,1.4212,1.6387,6.5510,81.0000,0.9041
2011-03-23,1.4124,1.6246,6.5591,80.9400,0.9064
2011-03-24,1.4200,1.6159,6.5580,80.8200,0.9061
2011-03-25,1.4144,1.6086,6.5568,81.1200,0.9143
2011-03-28,1.4104,1.6024,6.5643,81.6700,0.9169
2011-03-29,1.4090,1.5983,6.5600,82.3800,0.9205
2011-03-30,1.4095,1.6038,6.5558,82.9800,0.9213
2011-03-31,1.4183,1.6048,6.5483,82.7600,0.9157
2011-04-01,1.4215,1.6132,6.5477,84.0500,0.9243
2011-04-04,1.4221,1.6129,6.5385,83.9800,0.9224
2011-04-05,1.4230,1.6282,6.5390,84.6500,0.9242
2011-04-06,1.4333,1.6314,6.5440,85.2600,0.9172
2011-04-07,1.4287,1.6304,6.5420,84.9800,0.9178
2011-04-08,1.4437,1.6341,6.5350,84.9900,0.9105
2011-04-11,1.4454,1.6386,6.5381,84.5800,0.9067
